unemployment,cpi,gdp,dff,consumer
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.08,
,,,0.08,
,,,0.1,
8.5,227.223,,0.08,69.9
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.04,
,,,0.04,
8.3,227.842,16068.805,0.04,75.0
,,,0.04,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.11,
8.3,228.329,,0.11,75.3
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.1,
,,,0.1,
8.2,228.807,,0.11,76.2
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.13,
,,,0.14,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.13,
,,,0.13,
,,,0.09,
,,,0.09,
8.2,229.187,16207.115,0.09,76.4
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.16,
,,,0.15,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.15,
,,,0.13,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.13,
,,,0.14,
,,,0.15,
,,,0.14,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.16,
8.2,228.713,,0.16,79.3
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.16,
,,,0.16,
8.2,228.524,,0.16,73.2
,,,0.16,
,,,0.16,
,,,0.17,
,,,0.17,
,,,0.16,
,,,0.16,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.16,
,,,0.17,
,,,0.17,
,,,0.18,
,,,0.18,
,,,0.18,
,,,0.17,
,,,0.17,
,,,0.16,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.09,
,,,0.09,
8.2,228.59,16319.541,0.09,72.3
,,,0.18,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.18,
,,,0.19,
,,,0.19,
,,,0.19,
,,,0.18,
,,,0.17,
,,,0.16,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.15,
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.13,
8.1,229.918,,0.14,74.3
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.13,
7.8,231.015,,0.13,78.3
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.14,
,,,0.09,
,,,0.09,
,,,0.09,
7.8,231.638,16420.419,0.15,82.6
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.17,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.17,
,,,0.17,
,,,0.18,
7.7,231.249,,0.17,82.7
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.17,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
7.9,231.221,,0.16,72.9
,,,0.16,
,,,0.16,
,,,0.17,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.17,
,,,0.17,
,,,0.16,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.16,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.18,
,,,0.18,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.17,
,,,0.09,
8.0,231.679,16648.189,0.09,73.8
,,,0.17,
,,,0.17,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.13,
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.12,
,,,0.12,
,,,0.15,
7.7,232.937,,0.14,77.6
,,,0.14,
,,,0.14,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.13,
,,,0.14,
,,,0.14,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.14,
7.5,232.282,,0.14,78.6
,,,0.14,
,,,0.14,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.15,
,,,0.14,
,,,0.15,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.16,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.14,
,,,0.12,
,,,0.13,
,,,0.09,
,,,0.09,
,,,0.09,
7.6,231.797,16728.687,0.16,76.4
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.14,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
7.5,231.893,,0.14,84.5
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.12,
,,,0.11,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.09,
7.5,232.445,,0.09,84.1
,,,0.09,
,,,0.1,
,,,0.11,
,,,0.09,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.09,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.11,
,,,0.12,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.07,
,,,0.07,
,,,0.07,
7.3,232.9,16953.838,0.1,85.1
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.09,
,,,0.09,
7.2,233.456,,0.08,82.1
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.07,
,,,0.07,
,,,0.08,
,,,0.07,
,,,0.07,
7.2,233.544,,0.07,77.5
,,,0.07,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.06,
7.2,233.669,17192.019,0.08,73.2
,,,0.07,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.11,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.07,
6.9,234.1,,0.08,75.1
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.07,
,,,0.07,
6.7,234.719,,0.07,82.5
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.07,
6.6,235.288,17197.738,0.07,81.2
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
6.7,235.547,,0.07,81.6
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.06,
,,,0.06,
,,,0.06,
,,,0.07,
,,,0.06,
,,,0.07,
,,,0.06,
,,,0.06,
,,,0.06,
,,,0.06,
,,,0.06,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.07,
,,,0.06,
6.7,236.028,,0.06,80.0
,,,0.06,
,,,0.07,
,,,0.07,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.06,
6.2,236.468,17518.508,0.08,84.1
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.09,
6.3,236.918,,0.09,81.9
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.08,
,,,0.09,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.08,
6.1,237.231,,0.08,82.5
,,,0.09,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.09,
6.2,237.498,17804.228,0.1,81.8
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
6.1,237.46,,0.09,82.5
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.07,
,,,0.07,
,,,0.07,
5.9,237.477,,0.07,84.6
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.07,
5.7,237.43,17912.079,0.09,86.9
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.08,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.07,
5.8,236.983,,0.07,88.8
,,,0.07,
,,,0.09,
,,,0.1,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.09,
,,,0.1,
,,,0.11,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.1,
,,,0.08,
,,,0.08,
,,,0.08,
5.6,236.252,,0.13,93.6
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.12,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.06,
5.7,234.747,18063.529,0.06,98.1
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.12,
,,,0.11,
,,,0.06,
,,,0.06,
5.5,235.342,,0.06,95.4
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.12,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.06,
,,,0.06,
5.4,235.976,,0.06,93.0
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.11,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.11,
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.11,
,,,0.12,
,,,0.11,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.06,
5.4,236.222,18279.784,0.12,95.9
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.13,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.08,
5.6,237.001,,0.13,90.7
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.08,
,,,0.08,
,,,0.08,
5.3,237.657,,0.12,96.1
,,,0.12,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.08,
5.2,238.034,18401.626,0.13,93.1
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.08,
5.1,238.033,,0.08,91.9
,,,0.08,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.08,
5.0,237.498,,0.14,87.2
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.07,
5.0,237.733,18435.137,0.13,90.0
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.07,
,,,0.07,
5.1,238.017,,0.07,91.3
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.13,
,,,0.13,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.12,
,,,0.08,
5.0,237.761,,0.13,92.6
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.13,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.14,
,,,0.15,
,,,0.15,
,,,0.15,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.35,
,,,0.2,
4.8,237.652,18525.933,0.2,92.0
,,,0.2,
,,,0.2,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.37,
,,,0.37,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.29,
,,,0.29,
,,,0.29,
4.9,237.336,,0.38,91.7
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.37,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.38,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.29,
5.0,238.08,,0.36,91.0
,,,0.37,
,,,0.37,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.36,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.25,
5.1,238.992,18711.702,0.37,89.0
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.3,
,,,0.3,
4.8,239.557,,0.3,94.7
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.29,
4.9,240.222,,0.37,93.5
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
,,,0.37,
