unemployment,cpi,gdp,dff,consumer
,,,9.25,
,,,9.25,
,,,9.25,
,,,9.25,
,,,9.25,
,,,6.0,
,,,9.0,
,,,8.75,
,,,8.75,
,,,8.75,
,,,8.5,
,,,7.5,
,,,7.0,
,,,7.0,
,,,9.25,
,,,9.25,
,,,9.25,
3.5,37.7,,9.63,
,,,9.5,
,,,8.5,
,,,9.5,
,,,9.5,
,,,9.5,
,,,9.5,
,,,8.75,
,,,8.5,
,,,6.0,
,,,9.25,
,,,9.25,
,,,9.25,
,,,9.25,
,,,9.0,
,,,9.25,
,,,8.75,
,,,9.25,
,,,9.25,
,,,9.25,
,,,9.25,
,,,9.25,
,,,9.25,
,,,8.75,
,,,8.75,
,,,9.25,
,,,9.25,
,,,9.25,
,,,9.75,
,,,9.75,
,,,5.0,
3.9,37.9,1051.2,5.0,
,,,9.63,
,,,9.63,
,,,9.63,
,,,9.75,
,,,9.5,
,,,6.0,
,,,9.25,
,,,9.5,
,,,9.5,
,,,9.5,
,,,8.5,
,,,8.5,
,,,8.0,
,,,9.63,
,,,9.5,
,,,9.5,
,,,9.5,
,,,9.5,
,,,9.0,
,,,8.5,
,,,9.5,
,,,9.25,
,,,9.25,
,,,9.25,
,,,8.75,
,,,8.0,
,,,9.25,
,,,9.25,
,,,9.38,
,,,9.38,
4.2,38.1,,9.38,78.1
,,,9.38,
,,,9.25,
,,,8.5,
,,,9.5,
,,,9.25,
,,,9.25,
,,,9.25,
,,,9.0,
,,,8.75,
,,,9.25,
,,,9.5,
,,,9.5,
,,,9.5,
,,,9.5,
,,,9.5,
,,,9.25,
,,,9.0,
,,,9.38,
,,,8.5,
,,,8.5,
,,,8.5,
,,,8.5,
,,,8.0,
,,,7.5,
,,,9.0,
,,,8.5,
,,,8.5,
4.4,38.3,,8.5,
,,,8.5,
,,,7.75,
,,,7.5,
,,,8.25,
,,,8.0,
,,,8.0,
,,,8.0,
,,,7.5,
,,,7.5,
,,,6.75,
,,,7.75,
,,,7.75,
,,,7.75,
,,,7.75,
,,,8.0,
,,,8.0,
,,,7.75,
,,,7.75,
,,,7.5,
,,,7.5,
,,,7.5,
,,,7.5,
,,,7.13,
,,,7.25,
,,,8.0,
,,,8.0,
,,,8.0,
,,,8.0,
,,,8.0,
,,,7.5,
4.6,38.5,1067.375,8.0,
,,,8.0,
,,,7.75,
,,,7.75,
,,,7.75,
,,,7.5,
,,,7.5,
,,,7.5,
,,,7.63,
,,,8.0,
,,,8.0,
,,,8.0,
,,,8.25,
,,,8.25,
,,,8.0,
,,,8.5,
,,,8.25,
,,,8.25,
,,,8.25,
,,,7.75,
,,,8.0,
,,,8.5,
,,,8.5,
,,,8.5,
,,,8.5,
,,,8.5,
,,,8.38,
,,,8.25,
,,,8.38,
,,,8.5,
4.8,38.6,,8.63,75.4
,,,8.63,
,,,8.63,
,,,8.5,
,,,8.63,
,,,7.75,
,,,8.25,
,,,8.13,
,,,8.13,
,,,8.13,
,,,8.0,
,,,7.88,
,,,7.25,
,,,8.25,
,,,8.13,
,,,8.13,
,,,8.13,
,,,8.0,
,,,7.5,
,,,6.75,
,,,8.0,
,,,7.88,
,,,7.88,
,,,7.88,
,,,7.88,
,,,7.25,
,,,6.75,
,,,7.75,
,,,7.88,
,,,7.88,
,,,7.88,
4.9,38.8,,7.75,
,,,8.0,
,,,7.75,
,,,8.0,
,,,8.0,
,,,8.0,
,,,8.0,
,,,8.0,
,,,8.13,
,,,7.75,
,,,8.0,
,,,8.0,
,,,8.0,
,,,8.0,
,,,8.0,
,,,7.88,
,,,6.75,
,,,7.75,
,,,7.5,
,,,7.5,
,,,7.5,
,,,7.75,
,,,7.0,
,,,5.5,
,,,7.75,
,,,7.63,
,,,7.63,
,,,7.63,
,,,7.25,
,,,5.75,
5.0,38.9,1086.059,7.0,
,,,7.5,
,,,7.5,
,,,7.5,
,,,7.5,
,,,7.25,
,,,7.13,
,,,7.0,
,,,7.5,
,,,7.63,
,,,7.63,
,,,7.63,
,,,7.5,
,,,7.63,
,,,7.63,
,,,7.75,
,,,7.5,
,,,7.5,
,,,7.5,
,,,7.13,
,,,6.75,
,,,6.0,
,,,7.25,
,,,7.25,
,,,7.25,
,,,7.25,
,,,6.75,
,,,6.5,
,,,6.0,
,,,7.0,
,,,6.75,
5.1,39.0,,6.75,77.6
,,,6.75,
,,,7.0,
,,,7.0,
,,,7.25,
,,,7.0,
,,,6.88,
,,,6.88,
,,,6.88,
,,,6.88,
,,,6.88,
,,,6.38,
,,,6.75,
,,,6.75,
,,,6.75,
,,,6.75,
,,,6.63,
,,,6.63,
,,,6.25,
,,,6.63,
,,,6.38,
,,,6.38,
,,,6.38,
,,,6.25,
,,,6.13,
,,,6.25,
,,,6.38,
,,,6.25,
,,,6.25,
,,,6.25,
,,,6.5,
5.4,39.2,,6.75,
,,,6.88,
,,,6.88,
,,,6.63,
,,,6.63,
,,,6.63,
,,,6.63,
,,,6.63,
,,,6.5,
,,,6.63,
,,,6.75,
,,,6.75,
,,,6.75,
,,,6.38,
,,,6.25,
,,,5.75,
,,,6.25,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.88,
,,,5.75,
,,,6.0,
,,,6.13,
,,,6.13,
,,,6.13,
,,,6.5,
,,,6.5,
,,,5.0,
5.5,39.4,1088.608,6.5,
,,,6.5,
,,,6.5,
,,,6.5,
,,,6.38,
,,,6.38,
,,,5.75,
,,,6.25,
,,,6.25,
,,,6.25,
,,,6.25,
,,,6.0,
,,,6.13,
,,,6.38,
,,,6.38,
,,,6.25,
,,,6.25,
,,,6.25,
,,,6.13,
,,,6.13,
,,,5.88,
,,,6.25,
,,,6.13,
,,,6.13,
,,,6.13,
,,,6.0,
,,,6.13,
,,,6.0,
,,,6.0,
,,,6.13,
,,,6.13,
5.9,39.6,,6.13,72.4
,,,6.13,
,,,6.0,
,,,6.0,
,,,6.13,
,,,6.0,
,,,6.0,
,,,6.0,
,,,5.75,
,,,5.25,
,,,5.5,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.38,
,,,5.63,
,,,5.0,
,,,5.0,
,,,5.0,
,,,5.0,
,,,5.0,
,,,5.5,
,,,5.5,
,,,5.38,
,,,5.38,
,,,5.38,
,,,5.5,
6.1,39.8,,5.63,
,,,5.75,
,,,5.5,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.0,
,,,4.5,
,,,4.0,
,,,4.75,
,,,4.88,
,,,4.88,
,,,4.88,
,,,5.25,
,,,5.5,
,,,5.38,
,,,5.25,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.88,
,,,4.75,
,,,4.75,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.25,
,,,4.5,
,,,3.0,
,,,3.0,
5.9,39.9,1135.156,3.0,
,,,3.0,
,,,3.0,
,,,5.5,
,,,5.5,
,,,3.75,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.38,
,,,4.25,
,,,3.25,
,,,4.13,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.88,
,,,4.13,
,,,4.75,
,,,4.63,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.13,
,,,3.88,
,,,4.25,
,,,4.25,
,,,4.0,
,,,4.0,
,,,4.0,
5.9,39.9,,4.38,78.1
,,,4.25,
,,,3.75,
,,,4.25,
,,,3.88,
,,,3.88,
,,,3.88,
,,,3.5,
,,,2.75,
,,,3.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,5.0,
,,,4.13,
,,,3.88,
,,,3.88,
,,,3.88,
,,,3.25,
,,,3.0,
,,,2.25,
,,,3.25,
,,,3.38,
,,,3.38,
,,,3.38,
6.0,40.0,,3.63,
,,,3.63,
,,,3.25,
,,,3.5,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.13,
,,,3.13,
,,,3.5,
,,,3.5,
,,,4.13,
,,,4.13,
,,,4.13,
,,,4.13,
,,,4.0,
,,,3.5,
,,,4.13,
,,,3.75,
,,,3.75,
,,,3.75,
,,,3.38,
,,,3.38,
,,,3.75,
,,,3.75,
,,,3.75,
,,,3.75,
,,,3.75,
,,,4.13,
,,,4.5,
,,,4.5,
5.9,40.1,1156.271,4.0,
,,,3.88,
,,,3.88,
,,,3.88,
,,,4.0,
,,,4.25,
,,,4.0,
,,,4.13,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.5,
,,,3.75,
,,,4.38,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.13,
,,,4.38,
,,,4.25,
,,,4.13,
,,,4.13,
,,,4.13,
,,,4.0,
,,,4.0,
,,,4.38,
,,,4.25,
,,,4.25,
5.9,40.3,,4.25,80.2
,,,4.25,
,,,4.38,
,,,4.63,
,,,4.88,
,,,4.75,
,,,4.63,
,,,4.63,
,,,4.63,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.38,
,,,4.38,
,,,4.38,
,,,4.63,
,,,4.88,
,,,4.75,
,,,4.75,
,,,4.63,
,,,4.63,
,,,4.63,
,,,4.75,
,,,4.75,
,,,4.63,
,,,4.88,
,,,4.88,
,,,4.88,
,,,4.88,
,,,4.88,
5.9,40.5,,4.75,
,,,4.63,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.88,
,,,4.75,
,,,4.88,
,,,4.88,
,,,4.88,
,,,5.0,
,,,5.0,
,,,4.88,
,,,4.88,
,,,4.88,
,,,4.88,
,,,4.88,
,,,5.13,
,,,5.25,
,,,4.88,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
,,,4.75,
6.0,40.6,1177.675,5.25,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.13,
,,,4.88,
,,,5.25,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.0,
,,,5.13,
,,,5.25,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.63,
,,,5.38,
,,,5.5,
,,,5.5,
,,,5.38,
,,,5.38,
,,,5.38,
,,,5.25,
,,,5.38,
,,,5.38,
,,,5.5,
,,,5.5,
,,,5.5,
6.1,40.7,,5.5,82.1
,,,5.63,
,,,5.63,
,,,5.75,
,,,5.63,
,,,5.63,
,,,5.63,
,,,5.63,
,,,5.5,
,,,5.63,
,,,5.5,
,,,5.63,
,,,5.63,
,,,5.63,
,,,5.63,
,,,5.5,
,,,5.63,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.38,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.63,
,,,5.75,
6.0,40.8,,5.75,
,,,5.63,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.63,
,,,5.38,
,,,5.13,
,,,5.5,
,,,5.44,
,,,5.44,
,,,5.44,
,,,5.38,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.5,
,,,5.38,
,,,5.38,
,,,5.25,
,,,5.38,
5.8,40.9,1190.297,5.38,
,,,5.38,
,,,5.38,
,,,5.38,
,,,5.38,
,,,5.0,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.5,
,,,5.38,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.13,
,,,5.0,
,,,4.75,
,,,5.0,
,,,5.0,
,,,5.0,
,,,5.0,
,,,5.0,
,,,5.0,
,,,5.75,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
6.0,41.0,,5.13,82.0
,,,5.13,
,,,5.38,
,,,5.0,
,,,5.0,
,,,5.0,
,,,5.0,
,,,4.88,
,,,4.88,
,,,4.75,
,,,4.75,
,,,4.88,
,,,4.88,
,,,4.88,
,,,5.0,
,,,5.0,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.88,
,,,5.0,
,,,5.13,
,,,5.13,
,,,5.0,
,,,5.0,
,,,5.0,
,,,4.63,
,,,4.25,
6.0,41.1,,3.75,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.63,
,,,4.75,
,,,4.75,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.25,
,,,4.13,
,,,3.0,
,,,4.13,
,,,4.13,
,,,4.13,
,,,4.13,
,,,3.75,
,,,3.5,
,,,3.5,
,,,3.75,
,,,4.0,
,,,4.0,
,,,4.0,
,,,3.75,
,,,3.88,
,,,5.0,
,,,4.38,
,,,3.0,
5.8,41.2,1230.609,3.0,
,,,3.0,
,,,4.25,
,,,3.75,
,,,3.63,
,,,3.75,
,,,3.88,
,,,3.88,
,,,3.88,
,,,3.75,
,,,3.63,
,,,3.25,
,,,3.63,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.63,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.38,
,,,3.38,
,,,3.25,
,,,3.38,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.13,
5.7,41.4,,3.25,92.8
,,,3.13,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.25,
,,,3.38,
,,,3.38,
,,,3.38,
,,,3.38,
,,,3.5,
,,,3.75,
,,,3.5,
,,,3.38,
,,,3.38,
,,,3.38,
,,,3.38,
,,,3.25,
,,,3.13,
,,,3.25,
,,,3.13,
,,,3.13,
,,,3.13,
,,,3.13,
,,,3.25,
5.8,41.4,,3.25,
,,,3.38,
,,,3.38,
,,,3.38,
,,,3.38,
,,,3.5,
,,,3.5,
,,,3.5,
,,,3.63,
,,,3.88,
,,,3.88,
,,,3.88,
,,,3.88,
,,,4.13,
,,,3.88,
,,,3.88,
,,,3.88,
,,,3.88,
,,,3.88,
,,,3.88,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.13,
,,,4.5,
,,,4.25,
,,,4.0,
5.7,41.5,1266.369,4.0,
,,,4.0,
,,,4.25,
,,,4.25,
,,,4.38,
,,,4.25,
,,,4.31,
,,,4.31,
,,,4.31,
,,,4.31,
,,,4.25,
,,,3.5,
,,,4.13,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.06,
,,,3.88,
,,,3.5,
,,,4.13,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.0,
,,,4.25,
,,,5.0,
,,,4.38,
,,,4.31,
,,,4.31,
,,,4.31,
5.7,41.6,,4.25,88.6
,,,4.19,
,,,4.0,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.13,
,,,4.0,
,,,4.25,
,,,4.25,
,,,4.31,
,,,4.31,
,,,4.31,
,,,4.25,
,,,4.31,
,,,4.5,
,,,4.31,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.25,
,,,4.13,
,,,4.31,
,,,4.31,
,,,4.31,
,,,4.31,
,,,4.31,
,,,4.31,
,,,4.75,
5.7,41.7,,4.44,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.44,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.44,
,,,4.38,
,,,4.38,
,,,4.44,
,,,4.38,
,,,4.38,
,,,4.38,
,,,4.44,
,,,4.38,
,,,4.38,
,,,4.44,
,,,4.44,
,,,4.44,
,,,4.44,
,,,4.5,
,,,4.56,
,,,4.63,
,,,4.63,
,,,4.5,
5.6,41.8,1290.566,4.5,
,,,4.5,
,,,4.75,
,,,4.75,
,,,4.63,
,,,4.63,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.69,
,,,4.5,
,,,4.25,
,,,4.63,
,,,4.56,
,,,4.56,
,,,4.56,
,,,4.56,
,,,4.63,
,,,3.75,
,,,4.56,
,,,4.63,
,,,4.63,
,,,4.63,
,,,4.56,
,,,4.5,
,,,4.25,
,,,4.56,
,,,4.5,
,,,4.5,
,,,4.5,
,,,4.5,
5.6,41.9,,4.63,95.2
,,,4.75,
,,,4.63,
,,,4.63,
,,,4.63,
,,,4.63,
,,,4.69,
,,,4.75,
,,,4.88,
,,,4.75,
,,,4.81,
,,,4.81,
,,,4.81,
,,,4.81,
,,,4.81,
,,,5.25,
,,,4.88,
,,,4.81,
,,,4.81,
,,,4.81,
,,,4.69,
,,,4.5,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.75,
,,,4.81,
,,,5.0,
,,,5.5,
,,,5.13,
5.5,42.1,,5.19,
,,,5.19,
,,,5.19,
,,,5.19,
,,,4.63,
,,,3.75,
,,,4.75,
,,,4.63,
,,,4.63,
,,,4.63,
,,,4.63,
,,,4.69,
,,,4.88,
,,,4.69,
,,,4.88,
,,,4.88,
,,,4.88,
,,,4.94,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
,,,4.94,
,,,4.75,
,,,4.75,
,,,5.0,
,,,4.88,
,,,4.88,
5.6,42.2,1328.904,4.88,
,,,5.19,
,,,5.5,
,,,5.75,
,,,5.25,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.13,
,,,5.0,
,,,4.88,
,,,5.0,
,,,4.94,
,,,4.94,
,,,4.94,
,,,5.06,
,,,4.88,
,,,4.63,
,,,4.94,
,,,4.88,
,,,4.88,
,,,4.88,
,,,4.88,
,,,5.0,
,,,5.63,
,,,5.13,
,,,5.0,
,,,5.0,
,,,5.0,
,,,4.94,
,,,4.88,
5.3,42.4,,5.5,90.7
,,,5.06,
,,,5.06,
,,,5.06,
,,,5.06,
,,,5.25,
,,,5.25,
,,,6.0,
,,,5.13,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.06,
,,,4.81,
,,,3.5,
,,,4.88,
,,,4.88,
,,,4.88,
,,,4.88,
,,,5.06,
,,,5.25,
,,,5.0,
,,,5.0,
,,,5.06,
,,,5.06,
,,,5.06,
,,,5.06,
,,,5.19,
,,,4.75,
,,,5.19,
5.2,42.5,,5.25,
,,,5.25,
,,,5.25,
,,,5.25,
,,,5.25,
,,,4.75,
,,,5.19,
,,,5.19,
,,,5.19,
,,,5.19,
,,,5.25,
,,,5.5,
,,,5.5,
,,,5.31,
,,,5.38,
,,,5.38,
,,,5.38,
,,,5.56,
,,,5.38,
,,,5.25,
,,,5.5,
,,,5.38,
,,,5.38,
,,,5.38,
,,,5.38,
,,,5.25,
,,,5.13,
,,,5.75,
,,,5.5,
,,,5.5,
,,,5.5,
4.9,42.7,1377.49,5.5,
,,,6.0,
,,,5.5,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.63,
,,,5.5,
,,,5.5,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.75,
,,,5.88,
,,,6.5,
,,,5.63,
,,,5.75,
,,,6.0,
,,,6.0,
,,,6.0,
,,,6.0,
,,,6.25,
,,,6.19,
,,,6.31,
,,,6.38,
,,,6.38,
,,,6.38,
,,,6.25,
,,,6.25,
,,,6.5,
5.0,43.0,,6.44,81.9
,,,6.44,
,,,6.44,
,,,6.44,
,,,6.25,
,,,5.75,
,,,5.75,
,,,6.25,
,,,6.38,
,,,6.38,
,,,6.38,
,,,6.44,
,,,6.75,
,,,7.5,
,,,7.0,
,,,7.25,
,,,7.25,
,,,7.25,
,,,7.25,
,,,6.25,
,,,5.25,
,,,6.38,
,,,6.38,
,,,6.38,
,,,6.38,
,,,6.75,
,,,7.5,
,,,7.5,
4.9,43.4,,7.0,
,,,7.38,
,,,7.38,
,,,7.38,
,,,7.0,
,,,6.75,
,,,6.25,
,,,7.0,
,,,7.13,
,,,7.13,
,,,7.13,
,,,7.25,
,,,7.5,
,,,6.75,
,,,7.25,
,,,7.25,
,,,7.25,
,,,7.25,
,,,7.0,
,,,6.75,
,,,6.0,
,,,7.13,
,,,7.0,
,,,7.0,
,,,7.0,
,,,7.13,
,,,7.25,
,,,7.25,
,,,7.5,
,,,7.38,
,,,7.38,
5.0,43.7,1413.887,7.38,
,,,7.38,
,,,6.88,
,,,6.38,
,,,7.13,
,,,7.13,
,,,7.13,
,,,7.13,
,,,6.75,
,,,6.63,
,,,6.0,
,,,6.88,
,,,6.88,
,,,6.88,
,,,6.88,
,,,7.13,
,,,7.75,
,,,8.25,
,,,7.38,
,,,7.0,
,,,7.0,
,,,7.0,
,,,6.88,
,,,7.25,
,,,7.5,
,,,7.38,
,,,7.38,
,,,7.38,
,,,7.38,
,,,7.63,
4.9,43.9,,7.88,77.0
,,,7.0,
,,,7.44,
,,,7.63,
,,,7.63,
,,,7.63,
,,,7.88,
,,,7.75,
,,,7.25,
,,,7.69,
,,,7.88,
,,,7.88,
,,,7.88,
,,,7.75,
,,,7.63,
,,,8.0,
,,,8.13,
,,,8.0,
,,,8.0,
,,,8.0,
,,,7.88,
,,,8.19,
,,,8.25,
,,,8.13,
,,,8.0,
,,,8.0,
,,,8.0,
,,,8.0,
,,,7.88,
,,,7.63,
,,,8.13,
4.9,44.2,,8.44,
,,,8.44,
,,,8.44,
,,,8.63,
,,,8.69,
,,,8.25,
,,,8.5,
,,,8.25,
,,,8.25,
,,,8.25,
,,,8.44,
,,,8.25,
,,,7.25,
,,,8.38,
,,,8.5,
,,,8.5,
,,,8.5,
,,,8.69,
,,,8.69,
,,,8.63,
,,,8.69,
,,,8.56,
,,,8.56,
,,,8.56,
,,,8.5,
,,,8.75,
,,,8.5,
,,,8.88,
,,,8.88,
,,,8.88,
4.8,44.2,1433.838,8.88,
,,,10.0,
,,,13.0,
,,,13.0,
,,,9.75,
,,,9.63,
,,,9.63,
,,,9.63,
,,,9.75,
,,,9.5,
,,,8.75,
,,,9.75,
,,,9.69,
,,,9.69,
,,,9.69,
,,,11.0,
,,,11.75,
,,,10.0,
,,,10.8,
,,,10.66,
,,,10.66,
,,,10.66,
,,,10.81,
,,,10.69,
,,,9.8,
,,,10.69,
,,,10.74,
,,,10.74,
,,,10.74,
,,,11.1,
,,,11.22,
4.8,45.0,,8.74,72.0
,,,10.84,
,,,10.71,
,,,10.71,
,,,10.71,
,,,10.56,
,,,10.13,
,,,9.05,
,,,10.5,
,,,10.52,
,,,10.52,
,,,10.52,
,,,10.54,
,,,10.39,
,,,9.73,
,,,10.49,
,,,10.44,
,,,10.44,
,,,10.44,
,,,10.58,
,,,10.74,
,,,10.48,
,,,10.79,
,,,10.84,
,,,10.84,
,,,10.84,
,,,10.77,
,,,10.55,
,,,10.88,
,,,10.86,
,,,11.22,
4.8,45.2,,11.22,
,,,11.22,
,,,11.22,
,,,10.85,
,,,8.96,
,,,10.73,
,,,10.79,
,,,10.79,
,,,10.79,
,,,11.15,
,,,10.92,
,,,10.03,
,,,10.93,
,,,10.82,
,,,10.82,
,,,10.82,
,,,10.84,
,,,10.68,
,,,10.71,
,,,10.79,
,,,10.74,
,,,10.74,
,,,10.74,
,,,10.69,
,,,10.54,
,,,11.63,
,,,10.92,
,,,10.82,
,,,10.82,
,,,10.82,
4.6,45.6,1476.289,10.9,
,,,10.73,
,,,10.04,
,,,10.8,
,,,10.62,
,,,10.62,
,,,10.62,
,,,10.62,
,,,9.31,
,,,6.48,
,,,10.08,
,,,10.09,
,,,10.09,
,,,10.09,
,,,10.0,
,,,10.1,
,,,10.02,
,,,10.01,
,,,9.85,
,,,9.85,
,,,9.85,
,,,9.85,
,,,9.86,
,,,10.56,
,,,9.81,
,,,9.7,
,,,9.7,
,,,9.7,
,,,9.8,
,,,9.95,
,,,10.61,
4.8,45.9,,9.88,76.5
,,,9.71,
,,,9.71,
,,,9.71,
,,,9.73,
,,,9.76,
,,,9.45,
,,,9.77,
,,,9.75,
,,,9.75,
,,,9.75,
,,,9.78,
,,,10.04,
,,,11.39,
,,,10.0,
,,,10.19,
,,,10.19,
,,,10.19,
,,,10.84,
,,,10.77,
,,,9.44,
,,,9.44,
,,,10.17,
,,,10.17,
,,,10.17,
,,,10.15,
,,,10.25,
,,,10.26,
,,,10.26,
,,,10.34,
4.9,46.3,,10.34,
,,,10.34,
,,,10.45,
,,,10.4,
,,,9.07,
,,,10.24,
,,,10.27,
,,,10.27,
,,,10.27,
,,,10.26,
,,,10.16,
,,,8.84,
,,,10.0,
,,,10.09,
,,,10.09,
,,,10.09,
,,,10.44,
,,,10.32,
,,,10.22,
,,,10.13,
,,,10.01,
,,,10.01,
,,,10.01,
,,,9.66,
,,,9.66,
,,,7.19,
,,,9.87,
,,,9.95,
,,,9.95,
,,,9.95,
,,,9.83,
5.1,46.8,1491.209,9.83,
,,,9.72,
,,,9.8,
,,,9.84,
,,,9.84,
,,,9.84,
,,,9.76,
,,,9.56,
,,,9.7,
,,,9.69,
,,,9.75,
,,,9.75,
,,,9.75,
,,,9.76,
,,,9.82,
,,,9.89,
,,,9.7,
,,,9.62,
,,,9.62,
,,,9.62,
,,,9.58,
,,,9.46,
,,,9.58,
,,,9.47,
,,,9.5,
,,,9.5,
,,,9.5,
,,,9.48,
,,,9.28,
,,,9.58,
,,,9.31,
5.2,47.3,,9.31,61.8
,,,9.31,
,,,9.31,
,,,9.14,
,,,8.8,
,,,8.76,
,,,8.8,
,,,8.81,
,,,8.81,
,,,8.81,
,,,8.88,
,,,9.02,
,,,9.37,
,,,8.87,
,,,8.99,
,,,8.99,
,,,8.99,
,,,8.99,
,,,9.16,
,,,9.52,
,,,8.91,
,,,8.85,
,,,8.85,
,,,8.85,
,,,8.76,
,,,8.76,
,,,8.72,
,,,8.87,
5.1,47.8,,8.97,
,,,8.97,
,,,8.97,
,,,9.07,
,,,9.14,
,,,8.87,
,,,8.94,
,,,8.92,
,,,8.92,
,,,8.92,
,,,8.95,
,,,9.16,
,,,9.39,
,,,9.14,
,,,9.35,
,,,9.35,
,,,9.35,
,,,9.52,
,,,9.31,
,,,9.28,
,,,9.49,
,,,9.65,
,,,9.65,
,,,9.65,
,,,9.87,
,,,9.51,
,,,9.48,
,,,10.09,
,,,9.95,
,,,9.95,
,,,9.95,
5.1,48.1,1530.056,10.01,
,,,9.84,
,,,9.75,
,,,9.89,
,,,9.95,
,,,9.95,
,,,9.95,
,,,10.19,
,,,10.14,
,,,10.09,
,,,10.25,
,,,10.27,
,,,10.27,
,,,10.27,
,,,10.36,
,,,10.55,
,,,10.55,
,,,10.68,
,,,10.81,
,,,10.81,
,,,10.81,
,,,11.0,
,,,11.08,
,,,10.3,
,,,11.25,
,,,11.36,
,,,11.36,
,,,11.36,
,,,11.29,
,,,11.0,
5.1,48.6,,10.57,72.1
,,,11.28,
,,,11.53,
,,,11.53,
,,,11.53,
,,,11.47,
,,,11.28,
,,,10.41,
,,,11.51,
,,,11.47,
,,,11.47,
,,,11.47,
,,,11.55,
,,,11.4,
,,,11.36,
,,,11.52,
,,,11.37,
,,,11.37,
,,,11.37,
,,,11.17,
,,,10.05,
,,,9.83,
,,,11.21,
,,,11.31,
,,,11.31,
,,,11.31,
,,,11.31,
,,,11.73,
,,,12.61,
,,,11.55,
,,,11.64,
5.4,49.0,,11.64,
,,,11.64,
,,,11.58,
,,,11.14,
,,,10.94,
,,,11.4,
,,,11.38,
,,,11.38,
,,,11.38,
,,,11.47,
,,,11.69,
,,,12.47,
,,,11.73,
,,,12.11,
,,,12.11,
,,,12.11,
,,,11.88,
,,,11.59,
,,,11.41,
,,,11.88,
,,,12.0,
,,,12.0,
,,,12.0,
,,,11.89,
,,,12.01,
,,,11.98,
,,,13.25,
,,,13.31,
,,,13.31,
,,,13.31,
